"VEGOBJEKT-ID";"TYPE-ID";"VERSJON";"FØRSTE FOREKOMST";"STARTDATO";"SLUTTDATO";"SIST MODIFISERT";"FERJE TIL";"ANTALL OPPSTILLINGSFELT (STK)";"LENGDE OPPSTILLINGSFELT, FORFLYTNINGSHEMMEDE (M)";"LENGDE OPPSTILLINGSFELT, TUNGE KJØRETØY (M)";"LENGDE OPPSTILLINGSFELT, PERSONBIL/KOMBINERT (M)";"ANTALL OPPSTILLINGSPL. SMÅ KJT. (STK)";"AREAL (M2)";"ETABLERINGSÅR";"TILLEGGSINFORMASJON";"PROSJEKTREFERANSE";"PROSJEKTINTERNOBJEKT_ID";"EIER";"VEDLIKEHOLDSANSVARLIG";"GEOMETRI, PUNKT";"UTGÅR_GEOMETRI, LINJE";"GEOMETRI, FLATE";"UTGÅR_HAR PARKERINGSPLASS";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"LOK.FYLKE";"LOK.FYLKESNUMMER";"LOK.RIKSVEGRUTE";"LOK.KONTRAKTSOMRÅDE";"LOK.VEGSYSTEMREFERANSE";"LOK.VEGKATEGORI";"LOK.FASE";"LOK.VEGNUMMER";"LOK.STREKNING";"LOK.DELSTREKNING";"FRA METER";"TIL METER";"VEGLENKESEKVENSID";"STARTPOSISJON";"SLUTTPOSISJON";"STREKNING.RETNING";"SIDEPOSISJON";"KJØREFELT";"TYPEVEG";"LENGDE";"MOR";"BARN";"GEOMETRI"
"1014003238";"41";"1";"1";"2021-09-14";"";"2021-09-14T12:38:13";"Seierstad";"1";"";"";"";"";"484";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"POLYGON ((326125.7980544444 7172962.88273745, 326120.39602256275 7172967.234652262, 326118.63138765865 7172968.939818817, 326116.5555598155 7172969.700627468, 326112.8251181956 7172966.258512084, 326117.25430923584 7172962.860594243, 326124.16704694816 7172957.972791595, 326141.81358184956 7172940.921112885, 326166.2639997249 7172913.727619222, 326181.78630404454 7172892.115017573, 326197.91439677175 7172870.9807811165, 326196.4246323424 7172875.236210916, 326194.15561984334 7172879.343949328, 326189.06715526746 7172888.040098711, 326178.7035006259 7172904.416674633, 326168.81271074986 7172916.724555118, 326158.6071433096 7172928.024109685, 326148.4105557167 7172938.360897011, 326130.96762676525 7172957.838539497, 326125.7980544444 7172962.88273745))";"";"Namsos";"5007";"Trøndelag";"50";"";"1708 Namsos 2017-2022,5011 Namsos 2022-2027,E5052 Trøndelag Nord,Skiltkontrakt Trøndelag FK 2020-2025";"FV777 S1D1 m7832";"Fylkesveg";"Eksisterende";"777";"1";"1";"7832";"7832";"578235";"0,99815714";"0,99815714";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(326114.625 7172953.052 4.064)"
"1014055747";"41";"1";"1";"2021-09-30";"";"2023-05-31T13:01:10";"Horn";"1";"35";"";"";"";"";"2021";"";"";"";"";"";"POINT Z(244101.53418844644 6717562.5411113575 137.39000000000001)";"";"";"";"Gran";"3446";"Innlandet";"34";"";"0505 LAND-HADELAND 2016-2022,I01E Innlandet fylkeskommune driftskontrakt Elektro 2021-2026,3410 LAND-HADELAND 2022 - 2028";"FV2336 S3D1 m42";"Fylkesveg";"Eksisterende";"2336";"3";"1";"41,772";"41,772";"1060260";"0,40257521";"0,40257521";"";"";"";"enkelBilveg";"0";"";"";"POINT Z(244099.171 6717561.136 137.471)"
"1014408664";"41";"1";"1";"2021-12-09";"";"2021-12-09T14:30:08";"Lauvvik";"1";"0";"0";"62";"";"";"2020";"";"Fv500 Lysebotn, Fortau og vegutvidelse";"";"Fylkeskommune";"Fylkeskommune";"POINT Z(21720.493481361365 6576105.365473476 5.41)";"";"";"";"Sandnes";"1108";"Rogaland";"11";"";"4203 Sirdal 2021-2026,RFK Stavanger 2026-2027";"FV4224 S3D1 m9778";"Fylkesveg";"Eksisterende";"4224";"3";"1";"9777,903";"9777,903";"320335";"0,01577588";"0,01577588";"";"";"";"enkelBilveg";"0";"";"";"POINT Z(21721.128 6576100.205 5.581)"
"1014408665";"41";"1";"1";"2021-12-09";"";"2021-12-09T14:30:08";"Lauvvik";"2";"0";"0";"129";"";"";"2020";"";"Fv500 Lysebotn, Fortau og vegutvidelse";"";"Fylkeskommune";"Fylkeskommune";"POINT Z(21628.272021231707 6576107.581510489 4)";"";"";"";"Sandnes";"1108";"Rogaland";"11";"";"4203 Sirdal 2021-2026,RFK Stavanger 2026-2027";"FV4224 S3D1 m9873";"Fylkesveg";"Eksisterende";"4224";"3";"1";"9872,566";"9872,566";"320335";"0,00578855";"0,00578855";"";"";"";"enkelBilveg";"0";"";"";"POINT Z(21626.967 6576101.548 3.894)"
"1014590317";"41";"1";"1";"2022-01-10";"";"2023-04-21T11:49:41";"Nesna";"2";"54";"";"";"";"369";"2021";"";"8804587";"";"";"";"POINT Z(413370.7785230139 7338328.525507207 2.93)";"";"POLYGON ((413418.95934662956 7338335.514840664, 413410.78472916497 7338333.46757053, 413405.8105955588 7338333.136297035, 413397.82545115857 7338333.3206336135, 413382.3828054768 7338333.128966807, 413373.8237012231 7338332.363455209, 413364.6980406609 7338330.889707897, 413366.94794660044 7338323.3224346, 413373.95498882415 7338324.8006966, 413382.46289886994 7338325.870131548, 413390.5875478384 7338326.286173961, 413400.4661027615 7338326.648467489, 413409.2578727162 7338327.1045803, 413420.35219471203 7338329.606586238, 413418.95934662956 7338335.514840664))";"";"Leirfjord";"1822";"Nordland";"18";"";"1801 HELGELANDSKYSTEN 2018-2023 + 1 år opsjon,E1851 Helgeland 2020-2025,V5-18(NFK22) - Bruvedlikehold 2023-2025,V5-18(NFK21) - Tunnelvedlikehold 2023-2025,1801 Helgelandskysten 2024-2029";"FV17 S42D1 m15436";"Fylkesveg";"Eksisterende";"17";"42";"1";"15436";"15436";"885232";"0,99260485";"0,99260485";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(413392.26 7338327.3 3.771)"
"1014895561";"41";"1";"1";"2022-02-01";"";"2022-02-01T12:21:23";"Tverrfjord";"1";"0";"0";"86";"";"277";"";"";"";"";"";"";"";"";"POLYGON ((777198.7038478537 7808597.759300072, 777257.8634110079 7808535.284736959, 777260.2525505552 7808537.4286021795, 777201.086016925 7808600.002736579, 777198.7038478537 7808597.759300072))";"";"Loppa";"5614";"Finnmark";"56";"";"2001 ALTA 2017-2022,2011 Alta 2017-2022,2015 Loppa - Hasvik 2017-2022,2016 Alta Kantklipp - Brøytestikk 2017-2022,2017 Alta Drift og vedlikehold 2017-2022,5006 Vest-Finnmark 2018-2023,DK5418 Loppa-Hasvik 2022-2027,DK5420 Alta 2022-2027,DV E5453 Finnmark 2023-2028";"FV882 S4D1 m10127";"Fylkesveg";"Eksisterende";"882";"4";"1";"10127";"10127";"930374";"0,65727057";"0,65727057";"WITH";"";"";"kanalisertVeg";"0";"64:119344225";"";"POINT Z(777193.051 7808593.098 2.542)"
"1014895570";"41";"1";"1";"2022-02-01";"";"2022-02-01T12:23:38";"Bergsfjord;Sør-Tverrfjord";"1";"0";"0";"86";"";"281";"";"";"";"";"";"";"";"";"POLYGON ((777201.086016925 7808600.002736579, 777260.2615066991 7808537.436638875, 777262.701200837 7808539.625873817, 777203.4789082719 7808602.256276179, 777201.086016925 7808600.002736579))";"";"Loppa";"5614";"Finnmark";"56";"";"2001 ALTA 2017-2022,2011 Alta 2017-2022,2015 Loppa - Hasvik 2017-2022,2016 Alta Kantklipp - Brøytestikk 2017-2022,2017 Alta Drift og vedlikehold 2017-2022,5006 Vest-Finnmark 2018-2023,DK5418 Loppa-Hasvik 2022-2027,DK5420 Alta 2022-2027,DV E5453 Finnmark 2023-2028";"FV882 S4D1 m10127";"Fylkesveg";"Eksisterende";"882";"4";"1";"10127";"10127";"930374";"0,65727057";"0,65727057";"WITH";"";"";"kanalisertVeg";"0";"64:119344225";"";"POINT Z(777193.051 7808593.098 2.542)"
"1014896182";"41";"1";"1";"2022-02-01";"";"2022-02-01T13:34:10";"Lyngseidet";"6";"0";"75";"335";"";"1450";"";"";"";"";"";"";"";"";"POLYGON ((714989.8848410897 7731194.481167478, 714988.6544833392 7731176.890646301, 714997.5764616434 7731176.18208531, 715007.8846660489 7731176.801969779, 715017.7900145488 7731178.539399317, 715027.4972317512 7731182.458384724, 715037.847456563 7731188.530574132, 715046.6383189806 7731195.613288905, 715050.9205066415 7731200.401222809, 715055.1935903146 7731207.597296138, 715059.8734154694 7731217.239262395, 715062.0256945472 7731225.164354891, 715046.5169539764 7731229.725665768, 715042.5554273239 7731220.253758031, 715037.0911763872 7731211.169029045, 715032.3268953024 7731205.918408642, 715025.256475755 7731200.667825621, 715019.0747433127 7731197.173767738, 715012.8743219983 7731195.039617936, 715006.3904914203 7731193.717650083, 714999.4909926127 7731193.510069684, 714989.8848410897 7731194.481167478))";"";"Gàivuotna-Kåfjord";"5540";"Troms";"55";"";"1907 NORD-TROMS 2017-2022,5005 Troms 2017-2022,DV Elektro E5452 Troms Nord 2022-2026,DK_5403 Kåfjord 2022-2027,DK 5408 Sommerkontrakt 2022-2027";"FV91 S7D1 m25";"Fylkesveg";"Eksisterende";"91";"7";"1";"25";"25";"1125858";"0,10510534";"0,10510534";"WITH";"";"";"kanalisertVeg";"0";"64:119344284";"";"POINT Z(714988.98 7731175.328 2.594)"
"1014965158";"41";"1";"1";"2022-01-01";"";"2022-09-06T13:58:21";"Hjelmeland;Nesvik";"2";"0";"0";"100";"";"301";"";"";"";"";"";"";"";"";"POLYGON ((-6889.689289905014 6602164.03326609, -6891.429289894062 6602166.08326609, -6893.407656613796 6602168.328487323, -6903.386715284898 6602160.050796827, -6911.8471471570665 6602153.133542799, -6909.959289805032 6602150.833266114, -6910.819289800129 6602150.293266118, -6912.0692897927365 6602149.78326612, -6914.729289779498 6602148.913266121, -6916.519289769931 6602148.303266123, -6918.1492897612625 6602147.553266125, -6919.809289753437 6602146.423266126, -6925.45928972523 6602141.853266138, -6939.889289655257 6602129.733266162, -6950.959289601131 6602120.623266182, -6949.339289610973 6602118.493266184, -6938.149289665278 6602127.603266165, -6923.5392897374695 6602139.773266141, -6918.399289762834 6602143.813266134, -6916.689289771486 6602144.783266128, -6914.789289780601 6602145.573266129, -6912.599289792648 6602146.373266127, -6910.619289803202 6602147.133266123, -6909.469289808418 6602147.593266125, -6908.149289815803 6602148.193266123, -6906.589289823663 6602148.963266118, -6905.069289831561 6602149.893266118, -6902.479289844283 6602151.843266113, -6899.449289859214 6602154.303266105, -6897.389289869228 6602156.073266105, -6889.689289905014 6602164.03326609))";"";"Stavanger";"1103";"Rogaland";"11";"";"1153 Fv Elektro Drift Sør-Rogaland 2021-2024,RFK Stavanger 2026-2027,Drift og Vedlikehold av ferjekaier Rogaland 2018-2023,1153 FV Elektro Drift Sør-Rogaland 2024-2025,1103 Stavanger 2022-2027,1152 Drift og vedlikehold av ferjekaier i Rogaland 2023-2028";"FV4690 S1D10 m4019";"Fylkesveg";"Eksisterende";"4690";"1";"10";"4019,044";"4019,044";"320723";"0,85605228";"0,85605228";"WITH";"";"";"enkelBilveg";"0";"64:119347985";"";"POINT Z(-6894.744 6602171.019 3.808)"
"1015006696";"41";"1";"1";"2022-02-11";"";"2022-02-11T08:43:45";"Kjerringholmen";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"Fylkeskommune";"Fylkeskommune";"POINT (818546.5764861624 7855668.150718975)";"";"";"";"Hammerfest";"5603";"Finnmark";"56";"";"5006 Vest-Finnmark 2018-2023,5417 Hammerfest 2021-2025,DK 5428 Nordkapp-Hammerfest sommer 2023-2026,DV E5453 Finnmark 2023-2028";"FV8026 S1D1 m1728";"Fylkesveg";"Eksisterende";"8026";"1";"1";"1727,643";"1727,643";"930493";"0,99108893";"0,99108893";"";"";"";"enkelBilveg";"0";"64:119344232";"";"POINT Z(818550.451 7855663.354 2.785)"
"1015006715";"41";"1";"1";"2022-02-11";"";"2022-10-12T17:33:20";"Strømsnes";"1";"0";"0";"60";"";"201";"";"";"";"";"Fylkeskommune";"Fylkeskommune";"";"";"POLYGON ((817211.3095088797 7852457.531832629, 817213.8448322836 7852454.994774519, 817237.6091907305 7852473.383169109, 817262.4385460825 7852491.359803467, 817259.8891779389 7852493.995379736, 817242.608157824 7852480.99530826, 817211.3095088797 7852457.531832629))";"";"Hammerfest";"5603";"Finnmark";"56";"";"5006 Vest-Finnmark 2018-2023,5419 Kjerringholmen Hønseby 2021-2025,DK 5428 Nordkapp-Hammerfest sommer 2023-2026,DV E5453 Finnmark 2023-2028";"FV8026 S3D1 m42";"Fylkesveg";"Eksisterende";"8026";"3";"1";"42,397";"42,397";"930495";"0,00630553";"0,00630553";"WITH";"";"";"enkelBilveg";"0";"64:119344233";"";"POINT Z(817233.474 7852478.912 3.921)"
"1015008358";"41";"1";"1";"2022-02-11";"";"2022-02-11T12:40:48";"Korsfjord";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"Fylkeskommune";"Fylkeskommune";"POINT (815560.3790238079 7812892.427333613)";"";"";"";"Alta";"5601";"Finnmark";"56";"";"5006 Vest-Finnmark 2018-2023,5416 Leirbotn-Lille Lerresfjord 2021-2026,DK5420 Alta 2022-2027,DV E5453 Finnmark 2023-2028";"FV8830 S3D1 m14176";"Fylkesveg";"Eksisterende";"8830";"3";"1";"14176,253";"14176,253";"930464";"0,85480124";"0,85480124";"";"";"";"enkelBilveg";"0";"64:119344227";"";"POINT Z(815555.455 7812892.705 2.777)"
"1015008372";"41";"1";"1";"2022-02-11";"";"2022-02-11T12:46:32";"Øksfjord";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"Fylkeskommune";"Fylkeskommune";"POINT (773816.934699201 7807930.574741088)";"";"";"";"Loppa";"5614";"Finnmark";"56";"";"2001 ALTA 2017-2022,2011 Alta 2017-2022,2015 Loppa - Hasvik 2017-2022,2016 Alta Kantklipp - Brøytestikk 2017-2022,2017 Alta Drift og vedlikehold 2017-2022,5006 Vest-Finnmark 2018-2023,DK5418 Loppa-Hasvik 2022-2027,DK5420 Alta 2022-2027,DV E5453 Finnmark 2023-2028";"FV8018 S2D1 m5";"Fylkesveg";"Eksisterende";"8018";"2";"1";"4,775";"4,775";"930486";"0,00148784";"0,00148784";"";"";"";"enkelBilveg";"0";"64:119344231";"";"POINT Z(773821.117 7807927.639 2.314)"
"1015008381";"41";"1";"1";"2022-02-11";"";"2022-02-11T12:50:02";"Øksfjord;Sør-Tverrfjord";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"Fylkeskommune";"Fylkeskommune";"POINT (755411.2034648526 7808218.117464394)";"";"";"";"Loppa";"5614";"Finnmark";"56";"";"2001 ALTA 2017-2022,2011 Alta 2017-2022,2015 Loppa - Hasvik 2017-2022,2016 Alta Kantklipp - Brøytestikk 2017-2022,2017 Alta Drift og vedlikehold 2017-2022,5006 Vest-Finnmark 2018-2023,DK5418 Loppa-Hasvik 2022-2027,DK5420 Alta 2022-2027,DV E5453 Finnmark 2023-2028";"FV8012 S1D30 m117";"Fylkesveg";"Eksisterende";"8012";"1";"30";"116,944";"116,944";"930477";"0,91429993";"0,91429993";"";"";"";"enkelBilveg";"0";"64:119344229";"";"POINT Z(755411.941 7808213.005 2.386)"
"1015008388";"41";"1";"1";"2022-02-11";"";"2022-02-11T12:54:32";"Øksfjord;Bergsfjord";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"Fylkeskommune";"Fylkeskommune";"POINT (753242.0732108228 7804281.05538237)";"";"";"";"Loppa";"5614";"Finnmark";"56";"";"2001 ALTA 2017-2022,2011 Alta 2017-2022,2015 Loppa - Hasvik 2017-2022,2016 Alta Kantklipp - Brøytestikk 2017-2022,2017 Alta Drift og vedlikehold 2017-2022,5006 Vest-Finnmark 2018-2023,DK5418 Loppa-Hasvik 2022-2027,DK5420 Alta 2022-2027,DV E5453 Finnmark 2023-2028";"FV8014 S1D1 m9";"Fylkesveg";"Eksisterende";"8014";"1";"1";"9,102";"9,102";"930480";"9,5164E-4";"9,5164E-4";"";"";"";"enkelBilveg";"0";"64:119344230";"";"POINT Z(753242.607 7804286.118 2.642)"
"1015008393";"41";"1";"1";"2022-02-11";"";"2022-02-11T13:01:48";"Lauksundskaret;Nikkeby";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"Stat, Statens vegvesen";"Statens vegvesen";"POINT (722473.3338975918 7780100.618340811)";"";"";"";"Skjervøy";"5542";"Troms";"55";"";"1907 NORD-TROMS 2017-2022,5005 Troms 2017-2022,DV Elektro E5452 Troms Nord 2022-2026,DK_5405 Langslett_Skjervøy 2022-2027,DK 5408 Sommerkontrakt 2022-2027";"FV8690 S1D1 m3946";"Fylkesveg";"Eksisterende";"8690";"1";"1";"3946,282";"3946,282";"1125990";"0,99814879";"0,99814879";"";"";"";"enkelBilveg";"0";"64:119344299";"";"POINT Z(722472.334 7780101.09 2.657)"
"1015008395";"41";"1";"1";"2022-02-11";"";"2022-02-11T13:04:50";"Storstein;Lauksundskaret";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"Fylkeskommune";"Fylkeskommune";"POINT (720892.8328288866 7784704.229578268)";"";"";"";"Skjervøy";"5542";"Troms";"55";"";"1907 NORD-TROMS 2017-2022,5005 Troms 2017-2022,DV Elektro E5452 Troms Nord 2022-2026,DK_5407 Laukøy 2022-2027,DK 5408 Sommerkontrakt 2022-2027";"FV7944 S1D10 m90";"Fylkesveg";"Eksisterende";"7944";"1";"10";"89,572";"89,572";"1126209";"0,93343899";"0,93343899";"";"";"";"enkelBilveg";"0";"64:119344312";"";"POINT Z(720894.258 7784704.239 2.716)"
"1015008403";"41";"1";"1";"2022-02-11";"";"2022-02-11T13:10:02";"Havnnes;Uløybukt";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"Fylkeskommune";"Fylkeskommune";"POINT (716369.8458256325 7751833.130337624)";"";"";"";"Nordreisa";"5544";"Troms";"55";"";"1907 NORD-TROMS 2017-2022,5005 Troms 2017-2022,DV Elektro E5452 Troms Nord 2022-2026,DK_5404 Uløy 2022-2027,DK 5408 Sommerkontrakt 2022-2027";"FV7952 S1D1 m62";"Fylkesveg";"Eksisterende";"7952";"1";"1";"61,713";"61,713";"1126217";"0,86946105";"0,86946105";"";"";"";"enkelBilveg";"0";"64:119344313";"";"POINT Z(716369.09 7751830.706 2.322)"
"1015208601";"41";"1";"1";"2022-03-15";"";"2022-03-15T14:19";"Hansnes";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"";"";"POINT (675933.7515491842 7765219.648349559)";"";"";"";"Karlsøy";"5534";"Troms";"55";"";"1905 TROMSØ 2016-2022,5005 Troms 2017-2022,5434 Reinøya 2022-2027,DV Elektro E5452 Troms Nord 2022-2026";"FV7908 S2D10 m116";"Fylkesveg";"Eksisterende";"7908";"2";"10";"116";"116";"1126158";"0,80002385";"0,80002385";"WITH";"";"";"enkelBilveg";"0";"64:119344307";"";"POINT Z(675932.022 7765229.358 2.596)"
"1015208612";"41";"1";"1";"2022-03-15";"";"2022-08-04T10:37:49";"Reinøy";"1";"0";"0";"75";"";"221";"";"";"";"";"";"";"";"";"POLYGON ((676851.2757225867 7768832.874972117, 676854.1307874001 7768833.888899898, 676848.7381278495 7768847.973812302, 676845.3609417586 7768856.866277089, 676841.7607952037 7768864.970736522, 676839.0630106732 7768870.342482221, 676834.8531739565 7768876.31879984, 676831.5735054461 7768879.8729463685, 676826.6325471783 7768884.303024973, 676823.0256817704 7768887.086975616, 676818.4276366251 7768890.05253401, 676811.1690501636 7768893.843730187, 676809.9158003915 7768891.3840050055, 676817.2549963437 7768887.547531394, 676823.8814656944 7768882.937251779, 676828.887172123 7768878.332189076, 676833.5498251142 7768872.827219465, 676837.7885182113 7768866.133475533, 676841.1852770897 7768859.3499671975, 676843.9077432636 7768852.97775404, 676846.9997378283 7768844.114977758, 676851.2757225867 7768832.874972117))";"";"Karlsøy";"5534";"Troms";"55";"";"1905 TROMSØ 2016-2022,5005 Troms 2017-2022,5432 Ringvassøya 2022-2027,DV Elektro E5452 Troms Nord 2022-2026";"FV863 S5D1 m7104";"Fylkesveg";"Eksisterende";"863";"5";"1";"7103,867";"7103,867";"1125963";"0,99134825";"0,99134825";"WITH";"";"";"enkelBilveg";"0";"64:119344291";"";"POINT Z(676838.473 7768867.49 3.55)"
"1015208621";"41";"1";"1";"2022-03-15";"";"2022-08-04T10:37:49";"Karlsøy;Vannøy";"2";"0";"0";"135";"";"443";"";"";"";"";"";"";"";"";"POLYGON ((676853.9548237287 7768824.706757998, 676851.2691581044 7768832.868776039, 676847.0033052468 7768844.068096335, 676843.9067546024 7768853.006852559, 676841.1955378803 7768859.401638759, 676837.8021598248 7768866.192061551, 676833.5401175038 7768872.804526083, 676828.8966137739 7768878.381041647, 676823.8716466087 7768882.921610592, 676817.2661829952 7768887.565733418, 676809.919108715 7768891.370291895, 676811.1524736406 7768893.813622572, 676818.4232705217 7768890.00326642, 676823.0161994671 7768887.108053319, 676826.6472665879 7768884.251563388, 676831.5790403946 7768879.927674903, 676834.8413982863 7768876.3718565, 676839.0611287516 7768870.315585682, 676841.7724447622 7768864.927743893, 676844.3643969849 7768859.165429293, 676846.667129865 7768853.491870253, 676849.6655102338 7768854.716865714, 676844.519179716 7768866.240718479, 676840.0735105742 7768874.640626211, 676834.5092433406 7768881.516204326, 676827.8975692117 7768887.284091385, 676821.6938666244 7768891.746608256, 676812.1901125396 7768896.481755602, 676808.2648068595 7768888.743038098, 676814.5148737172 7768885.530464873, 676820.7401713338 7768881.2912233835, 676827.7843277459 7768875.247796838, 676831.6820514218 7768869.993033096, 676836.7803185441 7768861.128732181, 676840.7055536358 7768851.455552403, 676844.4962148373 7768840.846873739, 676848.6248869074 7768829.85264982, 676850.7358911489 7768823.742249254, 676853.9548237287 7768824.706757998))";"";"Karlsøy";"5534";"Troms";"55";"";"1905 TROMSØ 2016-2022,5005 Troms 2017-2022,5432 Ringvassøya 2022-2027,DV Elektro E5452 Troms Nord 2022-2026";"FV863 S5D1 m7103";"Fylkesveg";"Eksisterende";"863";"5";"1";"7102,726";"7102,726";"1125963";"0,99118905";"0,99118905";"WITH";"";"";"enkelBilveg";"0";"64:119344291";"";"POINT Z(676837.943 7768868.501 3.554)"
"1015208624";"41";"1";"1";"2022-03-15";"";"2022-03-15T14:46:30";"Hansnes;Vannøy";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"";"";"POINT (686392.5691525382 7773568.0348476665)";"";"";"";"Karlsøy";"5534";"Troms";"55";"";"1905 TROMSØ 2016-2022,5005 Troms 2017-2022,5434 Reinøya 2022-2027,DV Elektro E5452 Troms Nord 2022-2026";"FV7908 S2D40 m8";"Fylkesveg";"Eksisterende";"7908";"2";"40";"8";"8";"1111575";"0,0776699";"0,0776699";"WITH";"";"";"enkelBilveg";"0";"64:119344308";"";"POINT Z(686394.353 7773567.041 2.679)"
"1015208631";"41";"1";"1";"2022-03-15";"";"2022-03-15T14:45:44";"Hansnes;Vannøy";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"";"";"POINT (684564.9935437263 7779209.0596776735)";"";"";"";"Karlsøy";"5534";"Troms";"55";"";"1905 TROMSØ 2016-2022,5005 Troms 2017-2022,5435 Vannøya 2022-2027,DV Elektro E5452 Troms Nord 2022-2026";"FV863 S7D1 m24";"Fylkesveg";"Eksisterende";"863";"7";"1";"24";"24";"1125965";"0,15371621";"0,15371621";"WITH";"";"";"enkelBilveg";"0";"64:119344292";"";"POINT Z(684570.307 7779214.271 2.901)"
"1015208636";"41";"1";"1";"2022-03-15";"";"2022-08-22T21:52:40";"Vengsøy";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"";"";"POINT (645026.0244504876 7746503.894399135)";"";"";"";"Tromsø";"5501";"Troms";"55";"";"1905 TROMSØ 2016-2022,5005 Troms 2017-2022,5430 Tromsø 2022-2027,DV Elektro E5452 Troms Nord 2022-2026";"FV7770 S1D1 m10477";"Fylkesveg";"Eksisterende";"7770";"1";"1";"10477";"10477";"1126022";"0,92943008";"0,92943008";"WITH";"";"";"enkelBilveg";"0";"64:119344302";"";"POINT Z(645024.467 7746502.98 2.748)"
"1015208638";"41";"1";"1";"2022-03-15";"";"2023-10-04T12:05:33";"Botnhamn";"0";"0";"0";"0";"";"";"";"Ikke eget oppstillingsfelt, oppstilling langs vegen.";"";"";"";"";"POINT (617824.455609531 7725055.761780676)";"";"";"";"Tromsø";"5501";"Troms";"55";"";"1905 TROMSØ 2016-2022,5005 Troms 2017-2022,5430 Tromsø 2022-2027,DV Elektro E5452 Troms Nord 2022-2026";"FV862 S5D1 m16738";"Fylkesveg";"Eksisterende";"862";"5";"1";"16738,016";"16738,016";"1125926";"0,99177693";"0,99177693";"WITH";"";"";"enkelBilveg";"0";"64:119344289";"";"POINT Z(617821.969 7725060.16 1.88)"
"1015216919";"41";"1";"1";"2022-03-18";"";"2023-12-01T12:26:46";"Stornes";"2";"0";"0";"160";"";"501";"";"";"";"";"";"";"";"";"POLYGON ((560360.7205605457 7642018.943707506, 560363.5476789039 7642013.623470583, 560368.4340574645 7642003.503132942, 560371.9186535208 7641997.767795586, 560375.2980818249 7641991.922088808, 560379.2559368074 7641988.893019467, 560384.5287006368 7641985.033804313, 560391.5265784393 7641981.216792141, 560400.338948487 7641978.198706855, 560410.224257473 7641975.422480105, 560419.4600395857 7641972.73818194, 560427.2968313249 7641969.911882777, 560428.3143774719 7641972.415942984, 560425.3689893852 7641973.745112038, 560426.3891724161 7641976.141442996, 560411.057556326 7641981.047897259, 560396.9251824646 7641985.444828477, 560387.5315920227 7641990.173313789, 560381.1437684519 7641995.514276888, 560375.4422016961 7642003.67451023, 560371.234308171 7642012.517977878, 560367.9126855535 7642020.413007787, 560360.7205605457 7642018.943707506))";"";"Harstad";"5503";"Troms";"55";"";"1909 HINNØY 2015-2021,E5451 DV elektro Troms sør og midt 2020-2025,1909 Hinnøy fv tffk,5402 Øyriket 2021-2026,5450 Hinnøy og Øyriket 2022-2026";"FV8670 S3D1 m14";"Fylkesveg";"Eksisterende";"8670";"3";"1";"14";"14";"1125982";"0,00134933";"0,00134933";"WITH";"";"";"enkelBilveg";"0";"64:119344295";"";"POINT Z(560431.472 7641976.02 2.497)"
"1015285690";"41";"1";"1";"2022-04-19";"";"2022-04-19T11:32:56";"Dønna/Løkta";"9";"48";"";"";"";"1244";"";"";"";"";"";"Fylkeskommune";"";"";"POLYGON ((393011.9707415679 7324579.349371334, 393025.4199298511 7324558.294082469, 393066.99888762966 7324586.032292292, 393051.8386669264 7324606.908393501, 393011.9707415679 7324579.349371334))";"";"Alstahaug";"1820";"Nordland";"18";"";"1801 HELGELANDSKYSTEN 2018-2023 + 1 år opsjon,E1851 Helgeland 2020-2025,V5-18(NFK22) - Bruvedlikehold 2023-2025,V5-18(NFK21) - Tunnelvedlikehold 2023-2025,1801 Helgelandskysten 2024-2029";"FV809 S1D10 m13";"Fylkesveg";"Eksisterende";"809";"1";"10";"13";"13";"885349";"0,42627282";"0,42627282";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(393066.021 7324608.124 2.26)"
